category_list,funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,fail,operating,success
Mobile,200000.0,operating,USA,Washington,1,2011-01-15,2011-01-15,2009,operating,0,1,0
Hardware + Software,2627533.0,operating,USA,Knoxville,5,2010-08-17,2013-09-01,2012,operating,0,1,0
Fitness|Retail,,operating,USA,Pensacola,1,2014-11-11,2014-11-11,2014,operating,0,1,0
Hospitality,5500000.0,ipo,USA,Golden,1,2013-08-21,2013-08-21,1992,success,0,0,1
Software,1200000.0,operating,IND,Noida,1,2015-09-14,2015-09-14,2014,operating,0,1,0
Software,1151496.0,operating,BEL,Leuven,1,2014-07-17,2014-07-17,2013,operating,0,1,0
Enterprise Software|IT Management|Networking|Web Development,900000.0,operating,USA,San Francisco,1,2012-12-01,2012-12-01,2010,operating,0,1,0
Biotechnology,10885000.0,operating,USA,Burlington,4,2005-04-06,2011-01-07,2003,operating,0,1,0
Clean Technology,27000000.0,operating,DNK,Taastrup,2,2008-12-01,2010-11-19,2003,operating,0,1,0
Games,,closed,BRA,Rio De Janeiro,1,2007-08-02,2007-08-02,2000,fail,1,0,0
Biotechnology,54751700.0,ipo,USA,San Diego,4,2009-06-30,2014-10-08,1996,success,0,0,1
Finance,90000000.0,operating,USA,Cleveland,1,2003-06-24,2003-06-24,2012,operating,0,1,0
Cloud Computing|Cloud Management|Networking|Software|Virtualization,18643106.0,operating,JPN,Tokyo,3,2011-04-13,2014-10-03,2010,operating,0,1,0
Finance|Investment Management|Startups,,operating,GBR,London,2,2012-06-15,2013-02-21,2010,operating,0,1,0
Health Care,16482852.0,operating,USA,Newport News,4,2010-05-21,2015-06-15,1999,operating,0,1,0
Brewing|Craft Beer|Restaurants|Wine And Spirits,75000.0,operating,USA,San Francisco,1,2015-01-01,2015-01-01,2012,operating,0,1,0
Games|Mobile|Social Media,1330000.0,operating,USA,Kirkland,3,2013-04-02,2015-05-15,2012,operating,0,1,0
Biotechnology,187500.0,operating,USA,Kissimmee,1,2014-01-01,2014-01-01,2012,operating,0,1,0
E-Commerce,1100000.0,operating,ARE,Dubai,1,2015-09-01,2015-09-01,2014,operating,0,1,0
Mobile,200000.0,operating,USA,New Canaan,1,2013-03-05,2013-03-05,2010,operating,0,1,0
Games|Security|Software,,operating,USA,San Francisco,1,2014-07-10,2014-07-10,2012,operating,0,1,0
Real Estate|Software,,closed,USA,San Francisco,1,2013-01-01,2013-01-01,2012,fail,1,0,0
Analytics|Big Data|Health Care|Optimization|Staffing Firms,120000.0,operating,USA,Mountain View,2,2014-12-01,2015-04-14,2012,operating,0,1,0
Semiconductors,,operating,FRA,Montpellier,1,2011-09-22,2011-09-22,2012,operating,0,1,0
Software,35000.0,operating,USA,San Francisco,1,2015-11-03,2015-11-03,2015,operating,0,1,0
Software,300000.0,operating,SWE,Stockholm,1,2015-09-01,2015-09-01,2012,operating,0,1,0
Education,90000000.0,acquired,USA,Houston,1,2000-08-23,2000-08-23,2010,success,0,0,1
Enterprise Software|Software,104300012.0,operating,USA,Redwood City,8,2006-05-17,2014-10-22,2005,operating,0,1,0
Entertainment|Film|Games|Search|Social Network Media,1500000.0,operating,ISR,Tel Aviv-yafo,1,2011-01-01,2011-01-01,2011,operating,0,1,0
Games,50000.0,acquired,USA,Mountain View,1,2010-01-01,2010-01-01,2010,success,0,0,1
Semiconductor Manufacturing Equipment,,operating,USA,Toledo,1,2006-11-06,2006-11-06,2012,operating,0,1,0
Information Technology,1000000.0,operating,SWE,San Francisco,1,2015-07-08,2015-07-08,2012,operating,0,1,0
Cars|Social Media|Social Network Media,,closed,USA,San Francisco,1,2012-01-01,2012-01-01,2011,fail,1,0,0
Finance|Financial Services|Trading,650000.0,ipo,USA,New York,1,2013-12-05,2013-12-05,2012,success,0,0,1
Data Visualization|Graphics|Software,65991.0,operating,BGR,San Francisco,2,2013-05-01,2013-08-01,2010,operating,0,1,0
Chat|Games|Messaging|News|Video|Video Games,1000000.0,operating,USA,San Francisco,2,2007-03-15,2008-04-01,2006,operating,0,1,0
EBooks,777293.355315682,operating,LVA,Riga,3,2013-11-06,2015-09-03,2012,operating,0,1,0
Health Care,5684658.0,operating,USA,Bigfork,1,2014-02-28,2014-02-28,2005,operating,0,1,0
Nanotechnology,410737.0,operating,GBR,Oxton,1,2011-03-19,2011-03-19,2012,operating,0,1,0
Software,,operating,USA,San Francisco,2,2014-09-01,2015-08-18,2012,operating,0,1,0
Media|News,55000.0,operating,USA,Chicago,1,2014-07-16,2014-07-16,2014,operating,0,1,0
Photography|Video,,operating,USA,Boynton Beach,1,2012-07-01,2012-07-01,2011,operating,0,1,0
Consulting|Software|User Experience Design,400000.0,operating,USA,Boston,1,2014-04-01,2014-04-01,2013,operating,0,1,0
Entertainment,23000.0,operating,USA,Amityville,1,2014-07-11,2014-07-11,2004,operating,0,1,0
E-Commerce,10000000.0,operating,CHN,Guangzhou,1,2007-05-01,2007-05-01,2012,operating,0,1,0
Consumer Electronics|Wearables,1647446.0,operating,CHN,Beijing,1,2014-01-01,2014-01-01,2014,operating,0,1,0
Customer Service|Oil|Oil and Gas|Services,40000000.0,operating,USA,Denver,1,2014-08-05,2014-08-05,1974,operating,0,1,0
E-Commerce,500000.0,closed,USA,Lake Oswego,1,2011-06-25,2011-06-25,2011,fail,1,0,0
Recreation|Sporting Goods|Wearables,150000.0,operating,USA,New York,1,2014-08-18,2014-08-18,2012,operating,0,1,0
Finance,,operating,USA,Jacksonville,1,2014-10-26,2014-10-26,1979,operating,0,1,0
Communications Hardware|Mobile|Technology,180600000.0,acquired,USA,Sunnyvale,7,2004-04-22,2012-06-07,2002,success,0,0,1
Algorithms|Clean Technology|FinTech|Information Services,20323.0,operating,NLD,The Hague,1,2013-10-13,2013-10-13,2014,operating,0,1,0
E-Commerce,1783990.0,acquired,DEU,Limburg,1,2010-03-16,2010-03-16,2012,success,0,0,1
Biotechnology|Health Care|Medical|Pharmaceuticals,325000.0,operating,USA,Lexington,1,2014-12-15,2014-12-15,2009,operating,0,1,0
Messaging,,acquired,USA,San Francisco,1,2009-01-01,2009-01-01,2008,success,0,0,1
Advertising|Enterprise Software|Social Media Marketing|Video,2900000.0,operating,USA,Boston,2,2013-10-30,2014-07-31,2012,operating,0,1,0
Manufacturing,,operating,CHN,Pingdu,2,2010-10-01,2011-02-01,2002,operating,0,1,0
Photography,1500000.0,operating,USA,San Francisco,1,2010-01-01,2010-01-01,2012,operating,0,1,0
Software,45000.0,operating,USA,Chicago,1,2009-08-11,2009-08-11,2012,operating,0,1,0
Semiconductors,35000.0,operating,USA,Orefield,1,2010-02-04,2010-02-04,2012,operating,0,1,0
Pets|Trading,,ipo,DEU,Muenchen,1,2000-01-01,2000-01-01,1999,success,0,0,1
Semiconductors,105000.0,operating,USA,Dublin,1,2009-08-03,2009-08-03,2012,operating,0,1,0
3D Technology|Architecture|Building Products|CAD,3000000.0,operating,RUS,Saint Petersburg,1,2015-03-10,2015-03-10,2013,operating,0,1,0
Retail,15000.0,operating,CAN,Thunder Bay,1,2014-01-01,2014-01-01,2014,operating,0,1,0
Computers|Cyber Security|Network Security|Security,5100000.0,operating,ISR,Tel Aviv,3,2010-04-01,2013-10-17,2009,operating,0,1,0
Consumer Goods|Social Network Media,,operating,SGP,Singapore,1,2015-02-23,2015-02-23,2015,operating,0,1,0
Software,,closed,USA,San Francisco,1,2015-03-24,2015-03-24,2012,fail,1,0,0
Baby Safety|Bioinformatics|Elder Care,16335.0,operating,USA,New York,1,2014-11-05,2014-11-05,2011,operating,0,1,0
Human Resources,5658647.0,operating,FRA,Paris,1,2015-06-18,2015-06-18,2001,operating,0,1,0
Media|News|Photography|Video,,operating,USA,Miami,1,2014-03-20,2014-03-20,2012,operating,0,1,0
Technology,1500000.0,operating,ISR,Kfar Saba,1,2003-03-05,2003-03-05,2012,operating,0,1,0
Pharmaceuticals,200000.0,operating,USA,Boise,1,2015-04-22,2015-04-22,2011,operating,0,1,0
Biotechnology|Medical,1364640.0,operating,USA,Keswick,3,2014-03-29,2014-06-04,2012,operating,0,1,0
Energy|Sensors|Technology,3123210.0,operating,GBR,Huddersfield,1,2015-07-17,2015-07-17,2012,operating,0,1,0
Classifieds|Curated Web,20400000.0,operating,IND,Chennai,2,2006-08-02,2008-02-06,1997,operating,0,1,0
Software,2000006.0,operating,USA,Cupertino,1,2010-04-22,2010-04-22,2006,operating,0,1,0
Computers|Software|Technology,10402868.417585,acquired,DEU,Stuttgart,1,1999-11-08,1999-11-08,1994,success,0,0,1
Computers|Information Technology,,operating,USA,Rye,1,2014-01-01,2014-01-01,2012,operating,0,1,0
Ediscovery|Facebook Applications|Social Media,1000.0,operating,KOR,Seoul,1,2011-11-03,2011-11-03,2011,operating,0,1,0
Therapeutics,73360292.0,operating,GBR,San Francisco,2,2012-07-09,2015-05-19,2010,operating,0,1,0
Biotechnology,3400000.0,operating,USA,Waltham,1,2011-02-23,2011-02-23,2012,operating,0,1,0
Curated Web,3900000.0,operating,USA,Palo Alto,3,2007-01-01,2009-09-03,2007,operating,0,1,0
Curated Web,,operating,USA,San Francisco,2,2013-12-20,2015-07-15,2012,operating,0,1,0
Construction|Home Renovation|Marketplaces,,operating,USA,Philadelphia,2,2014-07-01,2014-10-12,2013,operating,0,1,0
Software,,operating,USA,Bellevue,1,2014-05-01,2014-05-01,2012,operating,0,1,0
Software,,closed,KOR,Seoul,1,2015-07-01,2015-07-01,2015,fail,1,0,0
Location Based Services|Mobile|Professional Networking,225000.0,operating,ESP,Valencia,2,2013-01-10,2014-01-01,2012,operating,0,1,0
Computers|Local Businesses|Software,10780.0,operating,GBR,Southampton,1,2014-08-29,2014-08-29,2014,operating,0,1,0
Mobile,254680.0,operating,JPN,Harajuku,1,2014-12-17,2014-12-17,2012,operating,0,1,0
Software,,closed,USA,San Francisco,1,2015-04-10,2015-04-10,2012,fail,1,0,0
Clean Technology,4500000.0,operating,USA,Wooster,2,2010-06-24,2013-11-24,2008,operating,0,1,0
Analytics|Clean Technology|Internet of Things|Lighting|Networking|Sensors|Smart Building,55625000.0,operating,USA,Sunnyvale,5,2009-07-31,2014-08-20,2009,operating,0,1,0
Real Estate,,operating,USA,Palm Desert,1,2011-10-21,2011-10-21,2011,operating,0,1,0
Cloud Computing|Developer APIs|Email|Messaging,2000000.0,operating,AUS,Peregian Beach,1,2012-11-20,2012-11-20,2001,operating,0,1,0
Mobile,4610000.0,operating,FRA,Malakoff,2,2007-12-01,2010-07-12,2001,operating,0,1,0
E-Commerce,,operating,TUR,Istanbul,1,2012-02-21,2012-02-21,2010,operating,0,1,0
Chemicals|Manufacturing|Market Research,,operating,SWE,Mölndal,1,2008-12-01,2008-12-01,2000,operating,0,1,0
Games,5999997.0,acquired,USA,Fremont,2,2005-11-17,2009-12-03,1999,success,0,0,1
Analytics|Big Data|Email|Networking,3488033.0,operating,USA,Palo Alto,2,2013-06-28,2014-08-01,2012,operating,0,1,0
Apps|Automotive|Collaborative Consumption|High Schools|High School Students|Peer-to-Peer|Real Time|Transportation,206000.0,operating,CHL,Santiago,4,2014-11-13,2015-09-16,2014,operating,0,1,0
Education,135172.0,operating,ESP,Barcelona,1,2013-10-01,2013-10-01,2012,operating,0,1,0
Biotechnology,350000.0,operating,USA,Tucson,2,2009-09-02,2010-07-01,2007,operating,0,1,0
Clean Technology,,operating,NOR,Måløy,1,2010-12-28,2010-12-28,2012,operating,0,1,0
Biotechnology,604000.0,operating,USA,San Francisco,2,2013-06-08,2014-07-16,2012,operating,0,1,0
Biotechnology,22630691.0,operating,AUS,Melbourne,3,2005-05-30,2013-10-31,2002,operating,0,1,0
Mobile,1597878.0,operating,CHN,San Francisco,2,2012-06-01,2013-07-01,2012,operating,0,1,0
Travel,13637262.0,operating,GBR,London,1,2013-08-05,2013-08-05,1980,operating,0,1,0
Software,,closed,USA,San Francisco,1,1993-02-24,1993-02-24,1992,fail,1,0,0
E-Commerce|Retail|Sales and Marketing,4000000.0,operating,USA,White Plains,1,2001-03-28,2001-03-28,2012,operating,0,1,0
Medical Devices,2000000.0,operating,USA,Olathe,1,2015-02-23,2015-02-23,2011,operating,0,1,0
Energy|Natural Gas Uses|Oil,17151400.0,operating,USA,Littleton,2,2009-10-26,2012-12-31,2012,operating,0,1,0
Software,,operating,USA,Detroit,1,2012-08-23,2012-08-23,2008,operating,0,1,0
Software,,operating,USA,Denver,1,2014-02-24,2014-02-24,1999,operating,0,1,0
Mobile,1000000.0,operating,CAN,Montréal,1,2013-04-01,2013-04-01,2013,operating,0,1,0
Software,,operating,USA,San Francisco,1,2012-05-01,2012-05-01,2012,operating,0,1,0
Billing|Credit Cards|Finance Technology|FinTech|Fraud Detection|Mobile Payments|Payments|Personal Finance|Security,1000000.0,operating,USA,Mountain View,1,2015-01-27,2015-01-27,2014,operating,0,1,0
Semiconductors,40118148.0,operating,USA,Skokie,5,2009-11-24,2014-08-29,2005,operating,0,1,0
Analytics|Finance,7000000.0,operating,USA,New York,2,2007-06-01,2009-05-11,2012,operating,0,1,0
Mobile|Security,26275434.0,operating,USA,Washington,6,2010-03-11,2015-03-05,2009,operating,0,1,0
Analytics|Apps|iOS|iPad|iPhone|Mobile,1100000.0,operating,USA,Chicago,1,2010-11-03,2010-11-03,2010,operating,0,1,0
Ediscovery|Messaging|Search|Social Network Media,35000000.0,operating,GBR,London,1,2008-07-23,2008-07-23,2000,operating,0,1,0
Telecommunications,,operating,SWE,Lund,1,2015-08-28,2015-08-28,2015,operating,0,1,0
Education,60532.0,operating,IND,Mumbai,1,2013-12-09,2013-12-09,2012,operating,0,1,0
Consumer Internet,9800000.0,operating,USA,Seattle,2,2007-08-29,2008-03-01,2003,operating,0,1,0
Health and Wellness,12000000.0,operating,USA,Boston,2,2011-09-26,2015-05-28,2011,operating,0,1,0
Software,6000000.0,operating,USA,Bethesda,1,2008-12-18,2008-12-18,2000,operating,0,1,0
Software,33932.0454236981,operating,USA,San Francisco,1,2015-09-15,2015-09-15,2015,operating,0,1,0
3D Technology,,acquired,USA,Sunnyvale,1,2005-03-08,2005-03-08,2012,success,0,0,1
Games|Mobile Games|Social Games|Video Games,4238332.0,operating,USA,Los Angeles,3,2011-06-09,2012-06-05,2011,operating,0,1,0
Clean Technology|Data Centers|Green|Sensors|Web Hosting|Wireless,44500000.0,acquired,USA,Folsom,6,2006-05-30,2013-07-11,2006,success,0,0,1
Beauty|Business Services|Health and Wellness,230641.0,operating,USA,San Francisco,1,2014-07-10,2014-07-10,2013,operating,0,1,0
Advertising|Brand Marketing|Mobile Advertising|Technology,40999990.0,operating,USA,San Francisco,3,2012-07-09,2015-07-23,2006,operating,0,1,0
Biotechnology,80607656.0,operating,USA,Hayward,3,2011-12-05,2015-05-07,2006,operating,0,1,0
Games,7500000.0,operating,USA,Palo Alto,2,2006-03-01,2007-06-01,2005,operating,0,1,0
Health Care,150000000.0,ipo,USA,Santa Barbara,2,2007-04-18,2012-03-28,2007,success,0,0,1
Health and Wellness|Health Care|Health Care Information Technology|Medical Devices,10000006.0,acquired,USA,San Jose,1,2009-12-01,2009-12-01,2012,success,0,0,1
Clean Energy|Clean Technology|Solar,5100000.0,operating,IND,Bangalore,3,2010-11-29,2014-12-16,2010,operating,0,1,0
Mobile|Software|Wireless,500000.0,acquired,USA,Reston,1,2015-01-22,2015-01-22,1997,success,0,0,1
Clean Technology,31670000.0,closed,USA,Wilmington,2,2007-03-26,2009-08-04,2005,fail,1,0,0
Art,200000.0,operating,IND,Delhi,1,2015-05-05,2015-05-05,2014,operating,0,1,0
B2B|Logistics|Shipping|Software|Supply Chain Management|Transportation,23300000.0,operating,ISR,Jerusalem,4,2012-12-19,2015-09-09,2012,operating,0,1,0
Diabetes|Health Care,48268413.0,operating,GBR,London,1,2011-02-04,2011-02-04,2002,operating,0,1,0
Hardware|Hardware + Software|Wireless,2660000.0,operating,DNK,Copenhagen,2,2014-01-22,2015-02-05,2013,operating,0,1,0
Analytics|Big Data|Energy|Services,21750000.0,operating,USA,Redwood City,2,2012-10-29,2014-01-27,2011,operating,0,1,0
Software,3000000.0,closed,USA,Nashville,1,2007-08-07,2007-08-07,2012,fail,1,0,0
Personal Finance,150000.0,operating,USA,Stamford,1,2014-03-17,2014-03-17,2012,operating,0,1,0
Energy|Environmental Innovation|Infrastructure|Software,600000.0,operating,USA,Ann Arbor,1,2014-05-22,2014-05-22,2011,operating,0,1,0
Music Education,,operating,USA,Katy,1,2014-11-23,2014-11-23,2014,operating,0,1,0
Entertainment|Games,750000.0,operating,SGP,Singapore,1,2014-02-01,2014-02-01,2012,operating,0,1,0
Marketplaces|Photography|Search,211000.0,operating,SAU,Jeddah,1,2015-01-20,2015-01-20,2013,operating,0,1,0
Advertising|Analytics|Optimization|Personalization|Sales and Marketing|Startups,9800000.0,operating,USA,San Francisco,3,2013-08-20,2015-04-24,2013,operating,0,1,0
Software,5260000.0,acquired,FRA,Paris,2,2006-01-16,2007-05-29,2000,success,0,0,1
Hardware + Software,1700000.0,operating,TUR,Çan,1,2009-05-04,2009-05-04,2012,operating,0,1,0
Health Care|Medical,10500000.0,operating,CHN,Shanghai,2,2005-07-01,2008-01-01,2012,operating,0,1,0
Analytics|Retail|Software,5642292.0,operating,USA,Burlingame,2,2012-07-01,2012-07-02,2006,operating,0,1,0
E-Commerce,1045040.0,operating,ESP,Barcelona,1,2012-10-22,2012-10-22,2012,operating,0,1,0
Software,,operating,USA,Denver,1,2015-11-03,2015-11-03,2012,operating,0,1,0
Clean Technology,7450000.0,operating,USA,North Billerica,2,2007-12-01,2008-06-26,2005,operating,0,1,0
Biotechnology,2147092.0,operating,USA,North Brunswick,1,2011-10-21,2011-10-21,2004,operating,0,1,0
Consumers,78700000.0,operating,USA,San Mateo,3,2012-01-01,2015-10-13,2012,operating,0,1,0
Biotechnology,8700000.0,acquired,USA,Houston,2,2010-02-01,2012-05-01,2005,success,0,0,1
Software,10000000.0,acquired,USA,Newport Beach,1,2013-01-14,2013-01-14,2007,success,0,0,1
Automotive|Design|Limousines|Public Transportation|Real Time|Transportation,8207450000.0,operating,USA,San Francisco,13,2009-08-01,2015-09-07,2009,operating,0,1,0
Advertising,25000.0,closed,IND,Chandigarh,1,2007-01-05,2007-01-05,2007,fail,1,0,0
Consulting|Outsourcing|RIM|Web Design,47000000.0,operating,USA,San Jose,2,2006-01-01,2007-04-17,1996,operating,0,1,0
Curated Web|Employment|Search,875000.0,closed,USA,New York,1,2010-03-22,2010-03-22,2009,fail,1,0,0
Advertising|SMS,,closed,AUS,Brisbane,1,2011-05-01,2011-05-01,2011,fail,1,0,0
Enterprise Software|Health Care Information Technology|Semantic Search,14600000.0,operating,USA,Palo Alto,3,2011-01-01,2014-07-10,2008,operating,0,1,0
Medical,,operating,USA,Staten Island,1,2015-09-11,2015-09-11,2015,operating,0,1,0
Business Services|Curated Web|Lead Generation|Video Streaming|Web Tools,11300000.0,operating,USA,San Francisco,2,2004-05-13,2008-05-07,1998,operating,0,1,0
Clean Technology,90000000.0,operating,AUS,Milton,1,2009-11-10,2009-11-10,2000,operating,0,1,0
Apps|iOS|Location Based Services|Match-Making|Mobile|Online Dating,4050000.0,operating,CAN,Toronto,3,2014-09-01,2015-07-23,2014,operating,0,1,0
Games,64873.0,operating,BGR,Sofia,2,2013-03-25,2013-06-01,2011,operating,0,1,0
Software,,operating,USA,Huntsville,1,2015-03-09,2015-03-09,2012,operating,0,1,0
Hardware + Software,310000.0,operating,USA,Nashville,1,2010-05-12,2010-05-12,2009,operating,0,1,0
Health and Wellness,680000.0,operating,USA,Mckinney,1,2013-04-17,2013-04-17,2013,operating,0,1,0
Biotechnology,3419051.0,operating,USA,Malvern,1,2013-12-04,2013-12-04,2012,operating,0,1,0
Software,119500000.0,operating,USA,Menlo Park,4,2009-02-04,2015-07-13,2008,operating,0,1,0
Semiconductors,12539293.0,operating,USA,Pittsburgh,5,2009-09-03,2012-05-10,1997,operating,0,1,0
Hardware + Software,16033882.1642302,closed,USA,Portland,2,2009-01-15,2011-05-10,2012,fail,1,0,0
Semiconductors,18000000.0,ipo,USA,Plano,3,2002-12-01,2004-04-01,2012,success,0,0,1
E-Commerce|Peer-to-Peer,97256127.0,ipo,USA,Brooklyn,8,2005-06-01,2014-05-22,2005,success,0,0,1
Enterprise Software,5191392.0,acquired,USA,Pittsburgh,3,2009-06-06,2010-06-09,2000,success,0,0,1
Games,700000.0,closed,USA,San Francisco,2,2010-01-01,2010-08-24,2008,fail,1,0,0
Advertising Platforms|Travel,42500000.0,operating,USA,San Francisco,4,2008-07-15,2013-12-17,2007,operating,0,1,0
Health Care,28301362.0,operating,USA,Sioux Falls,4,2012-02-29,2014-03-04,2000,operating,0,1,0
Environmental Innovation,,operating,USA,San Francisco,1,2013-03-14,2013-03-14,2012,operating,0,1,0
Real Estate,113000000.0,operating,USA,Ladera Ranch,3,2014-01-01,2015-04-14,2010,operating,0,1,0
Curated Web|Social Media,38484.0,operating,ROM,Cluj,1,2013-04-03,2013-04-03,2012,operating,0,1,0
Archiving|Cloud Computing|E-Commerce|Email|Enterprise Software|SaaS,50786834.0,operating,USA,Dedham,6,2009-07-29,2015-10-14,2007,operating,0,1,0
Game,11432571.0,operating,USA,San Francisco,2,2015-01-22,2015-02-19,2012,operating,0,1,0
Music,,operating,USA,San Francisco,1,2010-12-01,2010-12-01,2008,operating,0,1,0
Health and Wellness|Health Care|Medical,388147.0,operating,IRL,Kilkenny,2,2009-12-31,2010-07-30,2009,operating,0,1,0
Content|Corporate IT|Human Resource Automation|SaaS|Social Media Marketing|Software,43300000.0,operating,USA,San Bruno,3,2011-02-17,2015-09-10,2010,operating,0,1,0
Delivery|Hospitality,30000000.0,operating,CHN,Beijing,2,2013-11-27,2014-09-19,2011,operating,0,1,0
Advertising|Big Data|Big Data Analytics|FinTech|Games|Incubators|Internet|Mobile|Mobile Games|Startups,5235670.0,operating,USA,San Francisco,2,2011-06-01,2012-05-07,2011,operating,0,1,0
